"";"x"
"1";10
"2";9,8466087155058
"3";9,85415940556944
"4";9,84522534442618
"5";9,73879056844521
"6";9,87152054009403
"7";9,98500982852133
"8";10,2997515459177
"9";10,2472326675184
"10";10,4065490834853
"11";10,4602101539435
"12";10,6374352940887
"13";10,6290444156359
"14";10,5198345492093
"15";10,417828601156
"16";10,3433327022188
"17";10,2694428948467
"18";10,2688395238462
"19";10,188573341293
"20";10,107598801526
"21";10,1153013042194
"22";10,1913425485184
"23";10,3875826563673
"24";10,3974032127584
"25";10,4819368490974
"26";10,4548677110381
"27";10,2935266126632
"28";10,4674581315357
"29";10,6297344681148
"30";10,619961262255
"31";10,570975689066
"32";10,7827566635976
"33";10,8715646720045
"34";10,8642366787004
"35";10,9177997986773
"36";10,838377472082
"37";10,9306132257987
"38";10,9112439874117
"39";11,0430201124055
"40";11,0090234206689
"41";11,0326875058898
"42";10,9829669514962
"43";11,0132659543995
"44";10,931400213763
"45";10,8864939960312
"46";11,013759727323
"47";10,8671202722953
"48";10,7981847525606
"49";10,7991489466944
"50";10,7353243616255
"51";10,7436027699027
"52";10,7056868404653
"53";10,6785740802647
"54";10,6679357634302
"55";10,5777505547573
"56";10,6368414372968
"57";10,678804914641
"58";10,6263754133392
"59";10,5758093278069
"60";10,6320819776095
"61";10,5812818969927
"62";10,6489569645697
"63";10,586211421528
"64";10,4801961622919
"65";10,3914559291906
"66";10,5177103880077
"67";10,2701423968441
"68";10,2581805428417
"69";10,1079711531172
"70";10,1896132174199
"71";10,1109092839246
"72";10,2631191078326
"73";10,2347566395031
"74";10,3067876889179
"75";10,5130395204491
"76";10,456427920725
"77";10,402925821112
"78";10,5525865375561
"79";10,7121386151285
"80";10,7613150497456
"81";10,7129686372814
"82";10,6331455509799
"83";10,6896551108581
"84";10,6472477201169
"85";10,6789712269063
"86";10,6744107831615
"87";10,5358458256895
"88";10,5184536572172
"89";10,5236302026349
"90";10,5647584989822
"91";10,5705957033201
"92";10,6270180625923
"93";10,5990114223888
"94";10,6992879594518
"95";10,9420681704444
"96";11,0297076420172
"97";11,1612857895805
"98";11,1920153219882
"99";11,269258370459
"100";11,3844800440142
"101";11,1438080575303
"102";11,2951175372962
"103";11,2452355386436
"104";11,2123808932616
"105";11,309918808844
"106";11,2599276400156
"107";11,4350647411599
"108";11,6023112164809
"109";11,4467836890231
"110";11,2825856537902
"111";11,4010560018118
"112";11,3822735902047
"113";11,4032035203787
"114";11,3945571788476
"115";11,5215284932191
"116";11,4198766806134
"117";11,4539542837568
"118";11,5162069669277
"119";11,5946550264565
"120";11,5654251843943
"121";11,7718940235039
"122";11,7009700824716
"123";11,6293158378788
"124";11,669713465239
"125";11,7829745814777
"126";11,6751401535466
"127";11,5719264223977
"128";11,3796628883101
