"time";"lambda_T";"B_Q1";"B_M";"B_Q3"
462;0,88;19,8958834721792;27,3958834721792;29,8958834721792
17;0,04;45,8098113141692;53,3098113141692;55,8098113141692
135;2,36;11,9597512255974;15;16,9597512255974
177;0,84;14,3825655531104;21,8825655531104;29,3825655531104
191;0,28;24,2404324132388;29,2404324132388;34,2404324132388
203;0,24;18,9079987828299;23,9079987828299;28,9079987828299
214;0,22;11,7967052910193;19,2967052910193;21,7967052910193
407;3,86;12,5;21,5487554710029;29,0487554710029
435;0,56;28,0289053584886;38,0289053584886;43,0289053584886
450;0,3;27,1249796410505;29,6249796410505;34,6249796410505
40;0,56;31,1190934734932;38,6190934734932;41,1190934734932
73;0,66;22,6969679916207;27,6969679916206;30,1969679916207
106;0,66;8,85992542076981;10;13,8599254207698
158;1,04;6,17482694730731;11,1748269473073;18,6748269473073
206;0,96;13,6114318597637;21,1114318597638;23,6114318597637
303;1,94;17,9152739077159;22,9152739077159;35,4152739077159
339;0,72;12,7243388263938;17,7243388263938;22,7243388263938
345;0,12;5,44474401759818;9,11051196480363;12,0552559824018
425;1,6;6,15088031025576;10;17,3017606205115
17;0,06;45,2237183088394;52,7237183088394;55,2237183088394
37;0,4;37,4137852201302;39,9137852201302;47,4137852201302
147;2,2;15;17,0046801262398;22,0046801262398
206;1,18;10,5664299053341;18,0664299053341;20,5664299053341
232;0,52;5,65315291532588;11,3063058306518;13,8063058306518
339;2,14;5,82563288748405;8,34873422503189;13,3487342250319
387;0,96;6,40970668539512;10;15,3194133707903
431;0,88;25,6782010785762;28,1782010785762;35,6782010785762
486;1,1;14,0959069662825;16,5959069662825;21,5959069662825
135;2,3;12,253234163258;15;17,253234163258
154;0,38;23,8404675455136;31,3404675455136;38,8404675455136
211;1,14;12,537026849198;20,037026849198;22,537026849198
265;1,08;5,59030378983027;8,81939242033945;13,6806075796606
270;0,1;25,9973276087842;28,4973276087842;33,4973276087842
319;0,98;13,2033288749489;15,7033288749489;20,7033288749489
420;2,02;11,4518125427082;12,9036250854164;16,4518125427082
451;0,62;25,7481775231273;28,2481775231273;33,2481775231273
466;0,3;17,3969487733823;19,8969487733823;24,8969487733823
43;0,16;40,5860965168625;45,5860965168625;50,5860965168625
114;1,42;10,312941665419;10,625883330838;15,312941665419
133;0,38;16,090410099586;26,090410099586;33,590410099586
142;0,18;30,8458202932625;38,3458202932625;45,8458202932625
182;0,8;16,9765745751132;21,9765745751132;31,9765745751132
285;2,06;24,3070114133719;31,8070114133719;44,3070114133719
311;0,52;19,6123451209502;24,6123451209502;27,1123451209502
343;0,64;11,4816862460492;16,4816862460492;18,9816862460492
390;0,94;6,66737158012594;11,6673715801259;19,1673715801259
49;0,2;38,8421989196624;43,8421989196624;48,8421989196625
138;1,78;12,2839136343611;14,5678272687221;17,2839136343611
175;0,74;17,6711121360293;27,6711121360293;32,6711121360293
260;1,7;11,2884771900444;16,2884771900445;26,2884771900444
305;0,9;12,3845224561612;15;17,3845224561612
341;0,72;12,3139128851674;17,3139128851674;22,3139128851674
376;0,7;6,18522714819697;7,62954570360606;12,3704542963939
465;1,78;7,53628299221648;15,0362829922165;17,5362829922165
471;0,12;11,3480817932607;13,8480817932607;18,8480817932607
146;0,08;30,9851552850752;40,9851552850752;50,9851552850752
150;0,08;30,4076272907163;35,4076272907163;50,4076272907163
223;1,46;10,5488147582711;18,0488147582711;20,5488147582711
297;1,48;14,303957149875;26,803957149875;34,3039571498751
354;1,14;9,21489833438668;14,2148983343867;16,7148983343867
357;0,06;6,67733484452889;10;13,3546696890578
369;0,24;9,27667717217395;11,776677172174;16,776677172174
403;0,68;24,630384957905;34,630384957905;47,130384957905
481;1,56;14,7436478280159;17,2436478280159;22,2436478280159
13;0,08;44,8624679579878;47,3624679579878;52,3624679579878
51;0,76;28,6172873148315;33,6172873148315;36,1172873148315
93;0,84;11,6386456335289;16,6386456335289;19,1386456335289
112;0,38;5,94670448448767;8,10659103102465;14,3934089689754
136;0,48;16,7266318420016;26,7266318420016;34,2266318420016
198;1,24;10,5617410183129;18,0617410183129;20,5617410183129
409;4,22;9,26539306368867;16,4692138726227;28,9692138726227
436;0,54;26,4364321454076;33,9364321454076;41,4364321454076
453;0,34;24,3711443263443;29,3711443263443;34,3711443263443
193;3,48;31,7101804456029;34,2101804456029;39,2101804456029
201;0,16;21,5203546950336;24,0203546950336;29,0203546950336
212;0,22;12,8802102305615;20,3802102305615;22,8802102305615
259;0,94;5,39174396721088;10;14,6082560327891
294;0,7;17,4614558773253;20;23,7307279386627
328;0,68;18,159869942445;23,159869942445;25,659869942445
330;0,04;14,5267290677249;17,0267290677249;22,0267290677249
350;0,4;5,19996535919126;10,1999653591913;12,6999653591913
382;0,64;8,14941191262129;15,6494119126213;18,1494119126213
121;1,96;10;12,3882554281744;15
161;0,8;14,2818238280166;21,7818238280166;29,2818238280166
231;1,4;10,6146664550154;18,1146664550154;20,6146664550154
246;0,3;8,17020704549134;13,1702070454913;14,0851035227457
330;1,68;5,99634765754378;8,00730468491243;10
353;0,46;5,52225393073817;8,95549213852366;11,9777460692618
419;1,32;11,3221673128584;18,8221673128584;28,8221673128584
477;1,16;17,3584238466503;19,8584238466503;24,8584238466503
489;0,24;5,21075060050586;9,57849879898828;10,2107506005059
81;0,52;18,7913483104482;23,7913483104482;26,2913483104482
131;1;7,5;10;16,9424896235049
149;0,36;21,2102557392894;26,2102557392894;38,7102557392894
213;1,28;11,1746958885485;18,6746958885485;21,1746958885485
224;0,22;6,14104432272065;12,2820886454413;14,7820886454413
310;1,72;7,89880913797614;10,3988091379761;17,8988091379761
326;0,32;19,50074489622;24,50074489622;27,00074489622
419;1,86;10,186612847383;10,373225694766;17,5
427;0,16;40,0242270716829;45,0242270716829;52,5242270716829
30;0,1;43,2264716558357;50,7264716558357;55,7264716558357
38;0,16;41,6509207299;46,6509207299;51,6509207299
45;0,14;39,8384004157917;47,3384004157917;49,8384004157917
190;2,9;26,021966490717;31,021966490717;36,021966490717
208;0,36;15,6408487824685;23,1408487824685;25,6408487824685
274;1,32;7,39422903164786;12,3942290316479;22,3942290316479
387;2,26;11,0971757287823;12,1943514575646;16,0971757287823
466;1,58;11,9059960627022;14,4059960627022;19,4059960627022
484;0,36;6,262821478308;10;12,525642956616
212;3,52;28,7046965780026;31,2046965780026;36,2046965780026
263;1,02;5,93219513428316;8,13560973143368;14,3643902685663
280;0,34;21,4325454377462;22,8650908754924;27,8650908754924
329;0,98;12,6568016727069;15,1568016727069;20,1568016727069
369;0,8;5,85855871147768;8,28288257704464;10,8585587114777
389;0,4;21,24656909862;26,24656909862;31,24656909862
461;1,44;12,4982055484944;19,9982055484944;22,4982055484944
474;0,26;11,5871530413741;14,0871530413741;19,0871530413741
485;0,22;5,85698637124817;8,28602725750366;10
40;0,46;33,7573498929378;41,2573498929378;43,7573498929378
62;0,44;26,799483266431;31,799483266431;39,299483266431
221;3,18;19,2601588996899;21,7601588996899;26,7601588996899
270;0,98;7,5;10;12,5
299;0,58;20,0902196335369;20,1804392670739;25
324;0,5;18,9202874135067;23,9202874135067;26,4202874135067
353;0,58;5,75641702470944;10,7564170247094;13,2564170247094
415;1,24;14,2332640697208;21,7332640697208;34,2332640697208
497;1,64;11,0499116915895;18,5499116915895;21,0499116915895
29;0,52;35,4683963687249;42,9683963687249;45,4683963687249
42;0,26;37,7810213780654;42,7810213780654;47,7810213780654
154;2,24;17,9601433349432;17,9601433349432;22,9601433349432
195;0,82;16,9204805094436;24,4204805094436;26,9204805094436
379;3,68;10,3475376482012;17,8475376482012;20,3475376482012
387;0,16;28,7317499495048;31,2317499495048;38,7317499495048
444;1,14;14,371862127156;21,871862127156;26,871862127156
451;0,14;26,7241591174433;29,2241591174433;34,2241591174433
457;0,12;19,7522963596822;27,2522963596822;29,7522963596822
47;0,4;36,2190999494546;38,7190999494546;43,7190999494546
127;1,6;10,0269530910166;10,0539061820332;15,0269530910166
131;0,08;25,4168833024052;32,9168833024052;42,9168833024052
163;0,64;18,6555489695585;23,6555489695585;31,1555489695585
220;1,14;13,1772593259148;20,6772593259148;23,1772593259148
234;0,28;5,29325235140929;9,41349529718142;10,2932523514093
301;1,34;7,5;13,6356276799732;21,1356276799732
305;0,08;25,1778013353734;27,6778013353734;32,6778013353734
327;0,44;19,3044305974908;24,3044305974908;26,8044305974908
183;0,58;22,2630696143395;27,2630696143395;37,2630696143395
186;0,06;27,091198060905;34,591198060905;39,591198060905
214;0,56;14,7364199813708;22,2364199813708;24,7364199813708
233;0,38;6,17339411737303;7,65321176525393;11,326605882627
291;1,16;12,5;20;31,5827191253851
309;0,36;21,0178246078928;26,0178246078927;28,5178246078928
382;1,46;6,3350661797931;10;11,3350661797931
443;1,22;14,2922043612314;19,2922043612314;29,2922043612314
