"time";"lambda_T";"B"
350;7;3,5108467563306
38;0,76;0,841813748961261
205;4,1;32,6458960279482
386;7,72;10,2321902875966
423;8,46;5,37982602192755
424;8,48;0,380448198885314
426;8,52;1,1291593372925
441;8,82;1,16140335529992
457;9,14;1,40748370698878
482;9,64;2,03239855230099
149;2,98;5,49343682516607
298;5,96;26,7897960151175
310;6,2;2,85679987483777
350;7;0,414159242762576
389;7,78;5,1011489876881
414;8,28;2,76142934445855
453;9,06;2,85740298745532
490;9,8;4,66462449364156
491;9,82;1,14745716393647
107;2,14;1,27102834150544
155;3,1;4,92207324830037
195;3,9;5,26614048832693
211;4,22;1,82439427383463
245;4,9;2,66697900783492
250;5;1,01414270344299
285;5,7;12,1038938230043
304;6,08;1,97226262954218
332;6,64;1,20990410724561
41;0,82;4,86769428925804
116;2,32;4,96604024762803
239;4,78;0,812502619572841
254;5,08;2,21041984913617
291;5,82;26,737352447087
323;6,46;2,58782323142317
334;6,68;2,06907630328851
367;7,34;0,776204606734479
470;9,4;8,56211522959172
209;4,18;16,0609784356005
212;4,24;3,24651662376327
324;6,48;16,6512684355753
363;7,26;1,40501511589552
365;7,3;2,13089157703045
454;9,08;11,5779068750255
457;9,14;1,65350319386054
480;9,6;2,92700673541677
491;9,82;1,84082981916539
41;0,82;2,29726128398707
124;2,48;6,88942631670754
151;3,02;1,8908811381264
227;4,54;2,62759477102813
272;5,44;3,34001097353906
446;8,92;33,5243528331013
454;9,08;1,41151692568152
460;9,2;0,908989195085309
488;9,76;3,03118730116352
74;1,48;4,46102943736332
88;1,76;0,200120570012133
148;2,96;9,73404653371929
197;3,94;5
338;6,76;24,7859173764282
350;7;2,39259550956528
374;7,48;4,1459896285597
391;7,82;0,576985152992027
439;8,78;7,51202770417332
214;4,28;2,58448524627066
257;5,14;4,40579634248569
274;5,48;8,965938491114
284;5,68;9,17224249657366
368;7,36;4,60989608406028
377;7,54;1,82473270720936
398;7,96;3,37307731720818
450;9;2,62246858256919
481;9,62;4,70519730435249
31;0,62;0,813396055015153
56;1,12;2,08501290735667
153;3,06;20,2056536738083
186;3,72;2,42624757953593
189;3,78;0,081714721192637
298;5,96;27,8080536169393
