"";"time";"Dist";"Var1";"Var2";"Var3"
"531401";547;0,0138720448684201;0,39;0,09;0,52
"409001";547;0,0134502120384779;0,51;0,09;0,4
"521201";547;0,0115331388780088;0,4;0,09;0,51
"419201";547;0,0112504922526177;0,5;0,09;0,41
"511001";547;0,00921117962471957;0,41;0,09;0,5
"429401";547;0,00904222178593018;0,49;0,09;0,42
"500801";547;0,00690783784878175;0,42;0,09;0,49
"439601";547;0,00682781431985679;0,48;0,09;0,43
"490601";547;0,00463199553021412;0,43;0,09;0,48
"449801";547;0,00461487998042849;0,47;0,09;0,44
"460001";547;0,00243992804832345;0,46;0,09;0,45
"480401";547;0,00242069448498451;0,44;0,09;0,47
"470201";547;0,000866582710502614;0,45;0,09;0,46
"633101";730;0,0431428223943188;0,32;0,06;0,62
"908401";730;0,0417917197942502;0,06;0,05;0,89
"643201";730;0,0408133791310029;0,32;0,05;0,63
"643301";730;0,0406965287987779;0,31;0,06;0,63
"857501";730;0,0403220225566185;0,1;0,06;0,84
"898201";730;0,0385430041291717;0,07;0,05;0,88
"653501";730;0,0383053495563738;0,3;0,06;0,64
"653401";730;0,0380715901179472;0,31;0,05;0,64
"847301";730;0,037581615486623;0,11;0,06;0,83
"663701";730;0,0359842390464786;0,29;0,06;0,65
"888001";730;0,0353431608877015;0,08;0,05;0,87
"663601";730;0,0353321006032717;0,3;0,05;0,65
"837101";730;0,0349810849369013;0,12;0,06;0,82
"673901";730;0,033751987089722;0,28;0,06;0,66
"673801";730;0,0325987853185895;0,29;0,05;0,66
"826901";730;0,0325443609807219;0,13;0,06;0,81
"877801";730;0,0321975153587314;0,09;0,05;0,86
"684101";730;0,0316322594837731;0,27;0,06;0,67
"816701";730;0,0303011488993753;0,14;0,06;0,8
"684001";730;0,0298772089455414;0,28;0,05;0,67
"694301";730;0,0296545654222978;0,26;0,06;0,68
"867601";730;0,0291126703245884;0,1;0,05;0,85
"806501";730;0,028287665500304;0,15;0,06;0,79
"704501";730;0,0278552074635621;0,25;0,06;0,69
"694201";730;0,0271753385386393;0,27;0,05;0,68
"796301";730;0,0265457751201356;0,16;0,06;0,78
"714701";730;0,0262774514074294;0,24;0,06;0,7
"857401";730;0,0261002916122703;0,11;0,05;0,84
"786101";730;0,0251218571780641;0,17;0,06;0,77
"724901";730;0,0249706051824078;0,23;0,06;0,71
"704401";730;0,0245049535160714;0,26;0,05;0,69
"775901";730;0,0240617518854169;0,18;0,06;0,76
"735101";730;0,0239869026341313;0,22;0,06;0,72
"765701";730;0,0234045224982202;0,19;0,06;0,75
"745301";730;0,0233755594677796;0,21;0,06;0,73
"847201";730;0,0231761024598423;0,12;0,05;0,83
"755501";730;0,0231750162401242;0,2;0,06;0,74
"714601";730;0,0218834350030689;0,25;0,05;0,7
"837001";730;0,020365736476091;0,13;0,05;0,82
"724801";730;0,0193379959665707;0,24;0,05;0,71
"826801";730;0,0177092567162045;0,14;0,05;0,81
"735001";730;0,0169116563510474;0,23;0,05;0,72
"816601";730;0,0152715485804502;0,15;0,05;0,8
"745201";730;0,0146740764659744;0,22;0,05;0,73
"806401";730;0,013157206473093;0,16;0,05;0,79
"755401";730;0,0127377268402139;0,21;0,05;0,74
"796201";730;0,0115263477288318;0,17;0,05;0,78
"765601";730;0,0112741311513651;0,2;0,05;0,75
"786001";730;0,0105846581692661;0,18;0,05;0,77
"775801";730;0,0104997624465026;0,19;0,05;0,76
